"id","name","inn","opf_short","name_full_with_opf","ca_type","branch_type","ogrn","ogrn_date","fio_surname","fio_name","fio_patronymic","management_post","management_disqualified","management_name","email","address_full","address","status","actuality_date","registration_date","liquidation_date","is_archived","description","group_name"
123,МУП ВОДОКАНАЛ ГОРОДА НОВОРОССИЙСКА,"2315178760",МУП,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ ГОРОДА НОВОРОССИЙСКА""",LEGAL,MAIN,"1132315000806",2013-02-22 03:00:00.000,,,,Директор,,Сборщик Александр Николаевич,,"353915, КРАЙ КРАСНОДАРСКИЙ, Г. НОВОРОССИЙСК, Ш. МЫСХАКСКОЕ, ЗД. 48","Краснодарский край, г Новороссийск, Мысхакское шоссе, д 48",ACTIVE,2022-04-27 03:00:00.000,2013-02-22 03:00:00.000,,false,autoloaded by counteragentcreate.py,
124,МУП КОМБИНАТ ПО БЛАГОУСТРОЙСТВУ И БЫТОВОМУ ОБСЛУЖИВАНИЮ,"2983004323",МУП,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КОМБИНАТ ПО БЛАГОУСТРОЙСТВУ И БЫТОВОМУ ОБСЛУЖИВАНИЮ""",LEGAL,MAIN,"1068383002445",2006-03-21 03:00:00.000,,,,Директор,,Суслов Алексей Александрович,,"166000, Ненецкий автономный округ, Г.О. ГОРОД НАРЬЯН-МАР, Г НАРЬЯН-МАР, УЛ АВИАТОРОВ, Д. 12А","г Нарьян-Мар, ул Авиаторов, д 12А",ACTIVE,2023-03-21 03:00:00.000,2006-03-21 03:00:00.000,,false,autoloaded by counteragentcreate.py,
125,МУП Г. АСТРАХАНИ АСТРВОДОКАНАЛ,"3017037981",МУП,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ Г. АСТРАХАНИ ""АСТРВОДОКАНАЛ""",LEGAL,MAIN,"1033002812050",2003-06-10 03:00:00.000,,,,И. о.  генерального директора,,Кожевников Павел Михайлович,,"414000, Астраханская область, Г. АСТРАХАНЬ, УЛ. ДЖОНА РИДА, Д.41","г Астрахань, ул Джона Рида, д 41",ACTIVE,2023-02-01 03:00:00.000,2003-06-10 03:00:00.000,,false,autoloaded by counteragentcreate.py,
126,НАРЬЯН-МАРСКОЕ МУП ОБЪЕДИНЕННЫХ КОТЕЛЬНЫХ И ТЕПЛОВЫХ СЕТЕЙ,"8301020069",МУП,НАРЬЯН-МАРСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ОБЪЕДИНЕННЫХ КОТЕЛЬНЫХ И ТЕПЛОВЫХ СЕТЕЙ,LEGAL,MAIN,"1028301648473",2002-12-05 03:00:00.000,,,,Директор,,Бетхер Наталья Николаевна,,"166000, Ненецкий автономный округ, Г. НАРЬЯН-МАР, УЛ. РАБОЧАЯ, Д.18, К.А","г Нарьян-Мар, ул Рабочая, д 18 к а",ACTIVE,2022-11-28 03:00:00.000,2000-06-20 03:00:00.000,,false,autoloaded by counteragentcreate.py,
127,НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ В ЯМАЛО-НЕНЕЦКОМ АВТОНОМНОМ ОКРУГЕ,"8901998519",Фонд,"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ В ЯМАЛО-НЕНЕЦКОМ АВТОНОМНОМ ОКРУГЕ""",LEGAL,MAIN,"1148900000369",2014-07-18 03:00:00.000,,,,Директор,,Касьяненко Андрей Иванович,,"629008, АВТОНОМНЫЙ ОКРУГ ЯМАЛО-НЕНЕЦКИЙ, Г. САЛЕХАРД, УЛ. КИРПИЧНАЯ, Д. 12","г Салехард, ул Кирпичная, д 12",ACTIVE,2019-10-01 03:00:00.000,2014-07-18 03:00:00.000,,false,autoloaded by counteragentcreate.py,
128,НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД СОДЕЙСТВИЯ РЕФОРМИРОВАНИЮ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА,"2983998996",Фонд,"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД СОДЕЙСТВИЯ РЕФОРМИРОВАНИЮ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА""",LEGAL,MAIN,"1132900001189",2013-10-01 03:00:00.000,,,,Генеральный директор,,Богданов Павел Леонидович,,"166000, Ненецкий автономный округ, Г. НАРЬЯН-МАР, УЛ. ИМ В.И.ЛЕНИНА, Д. 23, К. А, ОФИС 103","г Нарьян-Мар, ул им В.И.Ленина, д 23 к а, офис 103",ACTIVE,2022-11-28 03:00:00.000,2013-10-01 03:00:00.000,,false,autoloaded by counteragentcreate.py,
129,НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЛУКОЙЛ,"7736231994",БФ,"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ЛУКОЙЛ""",LEGAL,MAIN,"1037736006560",2003-03-05 03:00:00.000,,,,Генеральный директор,,Бекетов Игорь Андреевич,,"119991, Г.Москва, ПР-КТ ЛЕНИНСКИЙ, Д.63/2","г Москва, Ленинский пр-кт, д 63 к 2",ACTIVE,2022-11-14 03:00:00.000,2003-03-05 03:00:00.000,,false,autoloaded by counteragentcreate.py,
130,НИЖЭКОЛОГИЯ-НН,"5261098663",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖЭКОЛОГИЯ-НН""",LEGAL,MAIN,"1155261002720",2015-05-13 03:00:00.000,,,,Директор,,Паршин Андрей Владимирович,,"603105, ОБЛАСТЬ НИЖЕГОРОДСКАЯ, Г. НИЖНИЙ НОВГОРОД, УЛ. ОШАРСКАЯ, Д. 95, ПОМЕЩ. П3","603105, ОБЛАСТЬ НИЖЕГОРОДСКАЯ, Г. НИЖНИЙ НОВГОРОД, УЛ. ОШАРСКАЯ, Д. 95, ПОМЕЩ. П3",ACTIVE,2021-09-30 03:00:00.000,2015-05-13 03:00:00.000,,false,autoloaded by counteragentcreate.py,
131,НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР СТРОИТЕЛЬСТВО,"5042109739",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""СТРОИТЕЛЬСТВО""",LEGAL,MAIN,"1095042005255",2009-12-03 03:00:00.000,,,,Генеральный директор,,Крючков Виталий Геннадьевич,,"141367, Московская область, Г. СЕРГИЕВ ПОСАД, П. ЗАГОРСКИЕ ДАЛИ, Д.6-11","Московская обл, г Сергиев Посад, поселок Загорские Дали, д 6, кв 11",ACTIVE,2022-12-20 03:00:00.000,2009-12-03 03:00:00.000,,false,autoloaded by counteragentcreate.py,
132,НОВИКОМ,"7717794624",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВИКОМ""",LEGAL,MAIN,"5147746118449",2014-09-22 03:00:00.000,,,,Генеральный директор,,Сердюк Борис,,"117623, ГОРОД МОСКВА, УЛ. 2-Я МЕЛИТОПОЛЬСКАЯ, Д. 4А, СТР. 5","г Москва, ул 2-я Мелитопольская, д 4А стр 5",ACTIVE,2022-02-28 03:00:00.000,2014-09-22 03:00:00.000,,false,autoloaded by counteragentcreate.py,
133,НОВОРОССИЙСКГОРГАЗ,"2315024898",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОРОССИЙСКГОРГАЗ""",LEGAL,MAIN,"1022302378900",2002-09-18 03:00:00.000,,,,Генеральный директор,,Молодцов Дмитрий Владимирович,,"353900, КРАЙ КРАСНОДАРСКИЙ, Г. НОВОРОССИЙСК, УЛ. СИПЯГИНА, Д.14","Краснодарский край, г Новороссийск, ул Сипягина, д 14",ACTIVE,2022-11-07 03:00:00.000,1990-12-28 03:00:00.000,,false,autoloaded by counteragentcreate.py,
134,НОВОРОССИЙСКОЕ ПРЕДПРИЯТИЕ ПОЖЗАЩИТА,"2315082804",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОРОССИЙСКОЕ ПРЕДПРИЯТИЕ ""ПОЖЗАЩИТА""",LEGAL,MAIN,"1022302385874",2002-10-18 03:00:00.000,,,,Директор,,Красовская Нина Алексеевна,,"353900, КРАЙ КРАСНОДАРСКИЙ, Г. НОВОРОССИЙСК, УЛ. ЧАЙКОВСКОГО, Д.10","Краснодарский край, г Новороссийск, ул Чайковского, д 10",ACTIVE,2022-11-07 03:00:00.000,1999-10-20 03:00:00.000,,false,autoloaded by counteragentcreate.py,
135,НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОММЕРЧЕСКАЯ ФИРМА ЭЛЕКТОН,"5027179481",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОММЕРЧЕСКАЯ ФИРМА ""ЭЛЕКТОН""",LEGAL,MAIN,"1115027012979",2011-10-13 03:00:00.000,,,,Генеральный директор,,Безрукова Мария Сергеевна,,"140008, Московская область, Г. ЛЮБЕРЦЫ, УЛ. 3-Е ПОЧТОВОЕ ОТДЕЛЕНИЕ, Д. 59А, КОМ. 403","Московская обл, г Люберцы, ул 3-е почтовое отделение, д 59А, ком 403",ACTIVE,2020-02-26 03:00:00.000,2011-10-13 03:00:00.000,,false,autoloaded by counteragentcreate.py,
136,НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ЭКОТРОМ,"7726013972",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ЭКОТРОМ""",LEGAL,MAIN,"1027700322044",2002-10-16 03:00:00.000,,,,Генеральный директор,,Тимошин Владимир Николаевич,,"117556, ГОРОД МОСКВА, Ш. ВАРШАВСКОЕ, Д.93","г Москва, Варшавское шоссе, д 93",ACTIVE,2022-11-10 03:00:00.000,1994-05-30 03:00:00.000,,false,autoloaded by counteragentcreate.py,
137,НПФ ОТКРЫТИЕ,"7704300571",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕГОСУДАРСТВЕННЫЙ ПЕНСИОННЫЙ ФОНД ""ОТКРЫТИЕ""",LEGAL,MAIN,"1147799009104",2014-06-09 03:00:00.000,,,,Генеральный директор,,Филатов Максим Владимирович,,"129110, Г.Москва, УЛ. ГИЛЯРОВСКОГО, Д. 39, СТР. 3","г Москва, ул Гиляровского, д 39 стр 3",ACTIVE,2023-02-28 03:00:00.000,2014-06-09 03:00:00.000,,false,autoloaded by counteragentcreate.py,
138,ОХРАННОЕ АГЕНТСТВО ШЕРИФ-М,"0105058819",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОХРАННОЕ АГЕНТСТВО ""ШЕРИФ-М""",LEGAL,MAIN,"1090105001491",2009-06-24 03:00:00.000,,,,Генеральный директор,,Бондарь Сергей Тимофеевич,,"385009, Республика Адыгея (Адыгея), Г. МАЙКОП, УЛ. ХАКУРАТЕ, Д.547","г Майкоп, ул Хакурате, д 547",ACTIVE,2023-03-20 03:00:00.000,2009-06-24 03:00:00.000,,false,autoloaded by counteragentcreate.py,
139,ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ КОРПОРАТИВНЫЙ УЧЕБНЫЙ ЦЕНТР,"3015091542",ЧУ,"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""КОРПОРАТИВНЫЙ УЧЕБНЫЙ ЦЕНТР""",LEGAL,MAIN,"1103000000730",2010-08-30 03:00:00.000,,,,Директор,,Хапугина Екатерина Вячеславовна,,"416357, Астраханская область, Р-Н ИКРЯНИНСКИЙ, РП ИЛЬИНКА, ТЕР УЧЕБНЫЙ ЦЕНТР, 1 КМ ЮЖНЕЕ Р.П. ИЛЬИНКА","416357, Астраханская область, Р-Н ИКРЯНИНСКИЙ, РП ИЛЬИНКА, ТЕР УЧЕБНЫЙ ЦЕНТР, 1 КМ ЮЖНЕЕ Р.П. ИЛЬИНКА",ACTIVE,2023-04-02 03:00:00.000,2010-08-30 03:00:00.000,,false,autoloaded by counteragentcreate.py,
140,ОКС ЛАБС,"5047058407",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКС ЛАБС""",LEGAL,MAIN,"1035009579483",2003-12-25 03:00:00.000,,,,Генеральный директор,,Кунгурцева Елена Викторовна,,"123112, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРЕСНЕНСКИЙ, НАБ ПРЕСНЕНСКАЯ, Д. 6, СТР. 2, ЭТАЖ 23, ЧАСТЬ ПОМЕЩ. I","г Москва, Пресненская наб, д 6 стр 2, помещ I",ACTIVE,2023-03-27 03:00:00.000,2003-12-25 03:00:00.000,,false,autoloaded by counteragentcreate.py,
141,ФРЕШ,"7723813762",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРЕШ""",LEGAL,MAIN,"1117746771614",2011-09-30 03:00:00.000,,,,Генеральный директор,,Елисеева Ольга Александровна,,"127287, ГОРОД МОСКВА, УЛ. ХУТОРСКАЯ 2-Я, Д. 38А, СТР. 9, ЭТ/ПОМ/КОМ 2/VII/33,34,35","127287, ГОРОД МОСКВА, УЛ. ХУТОРСКАЯ 2-Я, Д. 38А, СТР. 9, ЭТ/ПОМ/КОМ 2/VII/33,34,35",ACTIVE,2020-04-23 03:00:00.000,2011-09-30 03:00:00.000,,false,autoloaded by counteragentcreate.py,
142,ОПОРА,"5433967333",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПОРА""",LEGAL,MAIN,"1185476056556",2018-07-05 03:00:00.000,,,,Генеральный директор,,Жуков Роман Сергеевич,,"630501, Новосибирская область, Р-Н НОВОСИБИРСКИЙ, РП КРАСНООБСК, УЛ СЕВЕРНАЯ, ЗД. 5, ПОМЕЩ. 1","Новосибирская обл, Новосибирский р-н, рп Краснообск, ул Северная, д 5, помещ 1",ACTIVE,2023-03-05 03:00:00.000,2018-07-05 03:00:00.000,,false,autoloaded by counteragentcreate.py,
143,ОПС-СЕРВИС,"7704768480",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПС-СЕРВИС""",LEGAL,MAIN,"1107746895453",2010-11-02 03:00:00.000,,,,Генеральный директор,,Черепов Василий Петрович,,"117279, ГОРОД МОСКВА, УЛ. ПРОФСОЮЗНАЯ, Д. 93, ЭТАЖ ТЕХ. ОФИС 30","г Москва, ул Профсоюзная, д 93, офис 30",ACTIVE,2022-11-24 03:00:00.000,2010-11-02 03:00:00.000,,false,autoloaded by counteragentcreate.py,
144,ОСГ РЕКОРДЗ МЕНЕДЖМЕНТ,"7707534666",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСГ РЕКОРДЗ МЕНЕДЖМЕНТ""",LEGAL,MAIN,"1047796927419",2004-12-03 03:00:00.000,,,,Генеральный директор,,Семенихин Максим Анатольевич,,"115093, Г.Москва, УЛ. ПАВЛОВСКАЯ, ВЛД. 7, ПОМЕЩ. 14Б","г Москва, ул Павловская, влд 7, помещ 14Б",ACTIVE,2023-02-27 03:00:00.000,2004-12-03 03:00:00.000,,false,autoloaded by counteragentcreate.py,
145,ПРОЕКТНОЕ БЮРО НОВЫЙ ГОРОД,"7701892880",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНОЕ БЮРО ""НОВЫЙ ГОРОД""",LEGAL,MAIN,"1107746818190",2010-10-07 03:00:00.000,,,,Генеральный директор,,Флоренцев Александр Николаевич,,"107078, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ БАСМАННЫЙ, УЛ НОВАЯ БАСМАННАЯ, Д. 12, СТР. 2, ЭТАЖ 3, ПОМЕЩ. 12, КОМ. 16","г Москва, ул Новая Басманная, д 12 стр 2, помещ 12 ком 16",ACTIVE,2022-11-09 03:00:00.000,2010-10-07 03:00:00.000,,false,autoloaded by counteragentcreate.py,
146,ПЕРВЫЙ ИНТЕРНЕТ-ПРОЕКТ,"7720817448",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРВЫЙ ИНТЕРНЕТ-ПРОЕКТ""",LEGAL,MAIN,"1147746696525",2014-06-19 03:00:00.000,,,,Генеральный директор,,Чельцов Степан Владимирович,,"117393, Г.Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОБРУЧЕВСКИЙ, УЛ АРХИТЕКТОРА ВЛАСОВА, Д. 55, ОФИС 519","г Москва, ул Архитектора Власова, д 55, офис 519",ACTIVE,2022-11-28 03:00:00.000,2014-06-19 03:00:00.000,,false,autoloaded by counteragentcreate.py,
147,ПЕТЕР-СЕРВИС СПЕЦТЕХНОЛОГИИ,"7841465198",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТЕР-СЕРВИС СПЕЦТЕХНОЛОГИИ""",LEGAL,MAIN,"1127847298842",2012-05-31 03:00:00.000,,,,Директор,,Румянцев Антон Андреевич,,"115280, Г.Москва, УЛ. ЛЕНИНСКАЯ СЛОБОДА, Д. 19, ЭТ 2 КОМНАТА 21И1-24","115280, Г.Москва, УЛ. ЛЕНИНСКАЯ СЛОБОДА, Д. 19, ЭТ 2 КОМНАТА 21И1-24",ACTIVE,2023-02-28 03:00:00.000,2012-05-31 03:00:00.000,,false,autoloaded by counteragentcreate.py,
148,ПИКСЕЛ КОМПЬЮТЕРНАЯ ТЕХНИКА,"7725503413",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИКСЕЛ КОМПЬЮТЕРНАЯ ТЕХНИКА""",LEGAL,MAIN,"1047796060476",2004-02-04 03:00:00.000,,,,Генеральный директор,,Бойко Олег Анатольевич,,"115093, ГОРОД МОСКВА, ПЕР. ПАРТИЙНЫЙ, Д. 1, К. 58 СТР 3, КОМ 226А ЭТАЖ 2","г Москва, Партийный пер, д 1 к 58 стр 3, ком 226А",ACTIVE,2018-12-29 03:00:00.000,2004-02-04 03:00:00.000,,false,autoloaded by counteragentcreate.py,
149,ПОДАРОК В КВАДРАТЕ,"5406362441",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОДАРОК В КВАДРАТЕ""",LEGAL,MAIN,"1065406156265",2006-08-09 03:00:00.000,,,,Генеральный директор,,Семенников Антон Анатольевич,,"630099, Новосибирская область, Г.О. ГОРОД НОВОСИБИРСК, Г НОВОСИБИРСК, УЛ ЯДРИНЦЕВСКАЯ, Д. 68/1, ОФИС 1007","г Новосибирск, ул Ядринцевская, д 68/1, офис 1007",ACTIVE,2022-04-05 03:00:00.000,2006-08-09 03:00:00.000,,false,autoloaded by counteragentcreate.py,
150,Покровский Валерий Александрович,"370527860597",ИП,Индивидуальный предприниматель Покровский Валерий Александрович,INDIVIDUAL,,"318370200013137",2018-03-21 03:00:00.000,Покровский,Валерий,Александрович,,,,,"ОБЛАСТЬ ИВАНОВСКАЯ, РАЙОН ПРИВОЛЖСКИЙ, ГОРОД ПРИВОЛЖСК","Ивановская обл, г Приволжск",ACTIVE,2022-10-24 03:00:00.000,2018-03-21 03:00:00.000,,false,autoloaded by counteragentcreate.py,
151,Потапенко Евгений Борисович,"550413602683",ИП,Индивидуальный предприниматель Потапенко Евгений Борисович,INDIVIDUAL,,"314230113300275",2014-05-13 03:00:00.000,Потапенко,Евгений,Борисович,,,,,"Край Краснодарский, Район Анапский, Село Супсех","Краснодарский край, Анапский р-н, село Супсех",ACTIVE,2018-01-17 03:00:00.000,2014-05-13 03:00:00.000,,false,autoloaded by counteragentcreate.py,
152,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФКОМ""","5024181010",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФКОМ""",LEGAL,MAIN,"1175024031820",2017-11-22 03:00:00.000,,,,Генеральный директор,,Забежинская Лидия Николаевна,,"143432, Московская область, Г.О. КРАСНОГОРСК, РП НАХАБИНО, УЛ ИНСТИТУТСКАЯ, ВЛД. 18, ПОМЕЩ. 28","Московская обл, г Красногорск, рп Нахабино, ул Институтская, влд 18, помещ 28",ACTIVE,2023-01-12 03:00:00.000,2017-11-22 03:00:00.000,,false,autoloaded by counteragentcreate.py,
153,ПРОФТОРГ,"7708349183",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФТОРГ""",LEGAL,MAIN,"1197746289982",2019-04-25 03:00:00.000,,,,Генеральный директор,,Дмитриев Динис Александрович,,"129515, ГОРОД МОСКВА, УЛ. АКАДЕМИКА КОРОЛЕВА, Д. 9, К. 5, ЭТАЖ 1 ПОМ II К 2 ОФИС 5","г Москва, ул Академика Королева, д 9 к 5, помещ II ком 2 офис 5",ACTIVE,2022-08-01 03:00:00.000,2019-04-25 03:00:00.000,,false,autoloaded by counteragentcreate.py,
154,ПР-СЕРВИС,"5905284012",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПР-СЕРВИС""",LEGAL,MAIN,"1115905001442",2011-03-24 03:00:00.000,,,,Директор,,Скирда Семен Сергеевич,,"455000, Челябинская область, Г. МАГНИТОГОРСК, УЛ. СТРОИТЕЛЕЙ, Д. 49, ПОМЕЩ. 12 ОФИС1","Челябинская обл, г Магнитогорск, ул Строителей, д 49, помещ 12 офис 1",ACTIVE,2022-12-30 03:00:00.000,2011-03-24 03:00:00.000,,false,autoloaded by counteragentcreate.py,
155,Пустохайлов Максим Юрьевич,"301726207118",ИП,Индивидуальный предприниматель Пустохайлов Максим Юрьевич,INDIVIDUAL,,"319302500025102",2019-06-24 03:00:00.000,Пустохайлов,Максим,Юрьевич,,,,,"ОБЛАСТЬ АСТРАХАНСКАЯ, ГОРОД АСТРАХАНЬ",г Астрахань,ACTIVE,2022-03-30 03:00:00.000,2019-06-24 03:00:00.000,,false,autoloaded by counteragentcreate.py,
156,Пушек Валерий Николаевич,"773138461660",ИП,Индивидуальный предприниматель Пушек Валерий Николаевич,INDIVIDUAL,,"319774600391189",2019-07-01 03:00:00.000,Пушек,Валерий,Николаевич,,,,,ГОРОД МОСКВА,г Москва,ACTIVE,2019-07-04 03:00:00.000,2019-07-01 03:00:00.000,,false,autoloaded by counteragentcreate.py,
157,РЕГАРД МСК,"7730234438",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГАРД МСК""",LEGAL,MAIN,"1177746406584",2017-04-20 03:00:00.000,,,,Генеральный директор,,Чирков Виталий Юрьевич,,"121601, ГОРОД МОСКВА, Б-Р ФИЛЁВСКИЙ, Д. 39, ЭТАЖ 1, ПОМ. 1, КОМ. 15","г Москва, Филёвский б-р, д 39, помещ 1 ком 15",ACTIVE,2021-12-20 03:00:00.000,2017-04-20 03:00:00.000,,false,autoloaded by counteragentcreate.py,
158,РОССИЙСКАЯ ИННОВАЦИОННАЯ ТОПЛИВНО-ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ,"6317130144",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОССИЙСКАЯ ИННОВАЦИОННАЯ ТОПЛИВНО-ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""",LEGAL,MAIN,"1186313094681",2018-11-01 03:00:00.000,,,,Генеральный директор,,Нургалиев Ренат Галеевич,,"443041, Самарская область, Г. САМАРА, УЛ. ЛЕНИНСКАЯ, Д. 120А","г Самара, ул Ленинская, д 120А",ACTIVE,2023-04-04 03:00:00.000,2018-11-01 03:00:00.000,,false,autoloaded by counteragentcreate.py,
159,РОССЕТИ ЮГ,"6164266561",ПАО,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЮГ""",LEGAL,MAIN,"1076164009096",2007-06-28 03:00:00.000,,,,Генеральный директор,,Эбзеев Борис Борисович,,"344002, Ростовская область, Г. РОСТОВ-НА-ДОНУ, УЛ. БОЛЬШАЯ САДОВАЯ, Д. 49","г Ростов-на-Дону, ул Большая Садовая, д 49",ACTIVE,2023-04-04 03:00:00.000,2007-06-28 03:00:00.000,,false,autoloaded by counteragentcreate.py,
160,РУНА,"7702194399",НАО,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУНА""",LEGAL,MAIN,"1027739240814",2002-09-23 03:00:00.000,,,,Генеральный директор,,Горючкин Вадим Александрович,,"117218, Г.Москва, УЛ. КРЖИЖАНОВСКОГО, Д. 29, К. 1","г Москва, ул Кржижановского, д 29 к 1",ACTIVE,2022-11-02 03:00:00.000,1997-08-13 03:00:00.000,,false,autoloaded by counteragentcreate.py,
161,С.Д.М ГРУПП,"5027288297",ООО,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""С.Д.М ГРУПП""",LEGAL,MAIN,"1205000070043",2020-08-14 03:00:00.000,,,,Генеральный директор,,Жучкова Елена Владимировна,,"140000, ОБЛАСТЬ МОСКОВСКАЯ, Г. ЛЮБЕРЦЫ, УЛ. КОТЕЛЬНИЧЕСКАЯ, Д. 18, К. ЛИТЕР Ж, Ж1, Ж, ОФИС ЭТАЖ 1 КОМНАТА 14","140000, ОБЛАСТЬ МОСКОВСКАЯ, Г. ЛЮБЕРЦЫ, УЛ. КОТЕЛЬНИЧЕСКАЯ, Д. 18, К. ЛИТЕР Ж, Ж1, Ж, ОФИС ЭТАЖ 1 КОМНАТА 14",ACTIVE,2020-08-18 03:00:00.000,2020-08-14 03:00:00.000,,false,autoloaded by counteragentcreate.py,
